data_set,load_kg,position_mm,timestamp,mass_g,pressure_kpa,density
1,-0.05,0.0,2021-06-22 12:23:39.135163,0.0,,
1,-0.049,0.0,2021-06-22 12:23:39.198030,0.0,,
1,-0.05,0.0,2021-06-22 12:23:39.253261,0.0,,
1,-0.051,0.0,2021-06-22 12:23:39.316167,0.0,,
1,-0.048,0.0,2021-06-22 12:23:39.369372,0.0,,
1,-0.048,0.0,2021-06-22 12:23:39.442535,0.0,,
1,-0.05,0.0,2021-06-22 12:23:39.495025,0.0,,
1,-0.052,0.0,2021-06-22 12:23:39.547561,0.0,,
1,-0.049,0.0,2021-06-22 12:23:39.589867,0.0,,
1,-0.05,0.0,2021-06-22 12:23:39.655041,0.0,,
1,-0.05,0.0,2021-06-22 12:23:39.707474,0.0,,
1,-0.046,0.0,2021-06-22 12:23:39.759342,0.0,,
1,-0.053,0.0,2021-06-22 12:23:39.812216,0.0,,
1,-0.053,0.0,2021-06-22 12:23:39.875533,0.0,,
1,-0.051,0.0,2021-06-22 12:23:39.932763,0.0,,
1,-0.049,0.0,2021-06-22 12:23:39.993689,0.0,,
1,-0.048,0.0,2021-06-22 12:23:40.065600,0.0,,
1,-0.046,0.0,2021-06-22 12:23:40.117778,0.0,,
1,-0.049,0.0,2021-06-22 12:23:40.202166,0.0,,
1,-0.048,0.0,2021-06-22 12:23:40.223088,0.0,,
1,-0.049,0.0,2021-06-22 12:23:40.285659,0.0,,
1,-0.046,0.0,2021-06-22 12:23:40.338453,0.0,,
1,-0.05,0.0,2021-06-22 12:23:40.401422,0.0,,
1,-0.048,0.0,2021-06-22 12:23:40.457460,0.0,,
1,-0.051,0.0,2021-06-22 12:23:40.534350,0.0,,
1,-0.05,0.0,2021-06-22 12:23:40.573645,0.0,,
1,-0.049,0.0,2021-06-22 12:23:40.635206,0.0,,
1,-0.049,0.0,2021-06-22 12:23:40.687172,0.0,,
1,-0.048,0.0,2021-06-22 12:23:40.749676,0.0,,
1,-0.048,0.0,2021-06-22 12:23:40.812527,0.0,,
1,-0.047,0.0,2021-06-22 12:23:40.865232,0.0,,
1,-0.052,0.0,2021-06-22 12:23:40.976161,0.0,,
1,-0.052,0.0,2021-06-22 12:23:40.988257,0.0,,
1,-0.052,0.0,2021-06-22 12:23:41.029689,0.0,,
1,-0.051,0.0,2021-06-22 12:23:41.091327,0.0,,
1,-0.053,0.0,2021-06-22 12:23:41.143914,0.0,,
1,-0.05,0.0,2021-06-22 12:23:41.217387,0.0,,
1,-0.048,0.0,2021-06-22 12:23:41.260800,0.0,,
1,-0.048,0.0,2021-06-22 12:23:41.326208,0.0,,
