data_set,load_kg,position_mm,timestamp,mass_g,pressure_kpa,density
1,0.019,0.0,2021-07-21 06:22:37.219801,0.0,,
1,0.018,0.0,2021-07-21 06:22:37.274091,0.0,,
1,0.017,0.0,2021-07-21 06:22:37.326995,0.0,,
1,0.016,0.0,2021-07-21 06:22:37.389954,0.0,,
1,0.016,0.0,2021-07-21 06:22:37.442982,0.0,,
1,0.015,0.0,2021-07-21 06:22:37.517298,0.0,,
1,0.018,0.0,2021-07-21 06:22:37.579597,0.0,,
1,0.017,0.0,2021-07-21 06:22:37.631901,0.0,,
1,0.019,0.0,2021-07-21 06:22:37.694976,0.0,,
1,0.018,0.0,2021-07-21 06:22:37.753070,0.0,,
1,0.014,0.0,2021-07-21 06:22:37.805811,0.0,,
1,0.017,0.0,2021-07-21 06:22:37.866670,0.0,,
1,0.017,0.0,2021-07-21 06:22:37.920454,0.0,,
1,0.02,0.0,2021-07-21 06:22:37.983608,0.0,,
1,0.02,0.0,2021-07-21 06:22:38.071200,0.0,,
1,0.021,0.0,2021-07-21 06:22:38.119221,0.0,,
1,0.019,0.0,2021-07-21 06:22:38.183943,0.0,,
1,0.02,0.0,2021-07-21 06:22:38.244268,0.0,,
1,0.017,0.0,2021-07-21 06:22:38.297052,0.0,,
1,0.021,0.0,2021-07-21 06:22:38.360191,0.0,,
1,0.018,0.0,2021-07-21 06:22:38.412845,0.0,,
1,0.022,0.0,2021-07-21 06:22:38.536494,0.0,,
1,0.018,0.0,2021-07-21 06:22:38.589464,0.0,,
1,0.018,0.0,2021-07-21 06:22:38.655214,0.0,,
1,0.022,0.0,2021-07-21 06:22:38.706326,0.0,,
1,0.02,0.0,2021-07-21 06:22:38.769166,0.0,,
1,0.024,0.0,2021-07-21 06:22:38.822270,0.0,,
1,0.023,0.0,2021-07-21 06:22:38.885730,0.0,,
1,0.019,0.0,2021-07-21 06:22:38.931118,0.0,,
1,0.021,0.0,2021-07-21 06:22:38.992173,0.0,,
1,0.021,0.0,2021-07-21 06:22:39.043223,0.0,,
1,0.022,0.0,2021-07-21 06:22:39.113866,0.0,,
1,0.02,0.0,2021-07-21 06:22:39.157840,0.0,,
1,0.021,0.0,2021-07-21 06:22:39.220413,0.0,,
1,0.023,0.0,2021-07-21 06:22:39.283198,0.0,,
1,0.024,0.0,2021-07-21 06:22:39.338667,0.0,,
1,0.019,0.0,2021-07-21 06:22:39.400031,0.0,,
1,0.021,0.0,2021-07-21 06:22:39.452429,0.0,,
1,0.016,0.0,2021-07-21 06:22:39.504700,0.0,,
1,0.022,0.0,2021-07-21 06:22:39.558302,0.0,,
1,0.014,0.0,2021-07-21 06:22:39.621504,0.0,,
1,0.018,0.0,2021-07-21 06:22:39.675111,0.0,,
1,0.018,0.0,2021-07-21 06:22:39.792945,0.0,,
1,0.017,0.0,2021-07-21 06:22:39.856040,0.0,,
1,0.016,0.0,2021-07-21 06:22:39.904188,0.0,,
1,0.019,0.0,2021-07-21 06:22:39.967101,0.0,,
1,0.017,0.0,2021-07-21 06:22:40.020453,0.0,,
1,0.018,0.0,2021-07-21 06:22:40.083794,0.0,,
1,0.019,0.0,2021-07-21 06:22:40.149199,0.0,,
1,0.018,0.0,2021-07-21 06:22:40.221251,0.0,,
1,0.015,0.0,2021-07-21 06:22:40.263365,0.0,,
1,0.017,0.0,2021-07-21 06:22:40.315567,0.0,,
1,0.018,0.0,2021-07-21 06:22:40.368411,0.0,,
