data_set,load_kg,position_mm,timestamp,mass_g,pressure_kpa,density
1,-0.002,0.0,2022-02-04 20:04:31.642998,0.0,,
1,-0.003,0.0,2022-02-04 20:04:31.687763,0.0,,
1,-0.002,0.0,2022-02-04 20:04:31.763869,0.0,,
1,-0.002,0.0,2022-02-04 20:04:31.813008,0.0,,
1,0.001,0.0,2022-02-04 20:04:31.865926,0.0,,
1,-0.001,0.0,2022-02-04 20:04:31.931280,0.0,,
1,0.001,0.0,2022-02-04 20:04:31.984033,0.0,,
1,-0.001,0.0,2022-02-04 20:04:32.045776,0.0,,
1,-0.001,0.0,2022-02-04 20:04:32.098292,0.0,,
1,-0.003,0.0,2022-02-04 20:04:32.150982,0.0,,
1,-0.002,0.0,2022-02-04 20:04:32.203911,0.0,,
1,-0.003,0.0,2022-02-04 20:04:32.270089,0.0,,
1,-0.001,0.0,2022-02-04 20:04:32.310747,0.0,,
1,0.0,0.0,2022-02-04 20:04:32.383071,0.0,,
1,-0.002,0.0,2022-02-04 20:04:32.434400,0.0,,
1,-0.003,0.0,2022-02-04 20:04:32.497057,0.0,,
1,0.0,0.0,2022-02-04 20:04:32.549914,0.0,,
1,0.0,0.0,2022-02-04 20:04:32.612871,0.0,,
1,0.001,0.0,2022-02-04 20:04:32.669061,0.0,,
1,-0.002,0.0,2022-02-04 20:04:32.730097,0.0,,
1,-0.003,0.0,2022-02-04 20:04:32.781973,0.0,,
1,0.0,0.0,2022-02-04 20:04:32.845038,0.0,,
1,-0.003,0.0,2022-02-04 20:04:32.897873,0.0,,
1,-0.002,0.0,2022-02-04 20:04:32.960710,0.0,,
1,-0.001,0.0,2022-02-04 20:04:33.017767,0.0,,
1,-0.007,0.0,2022-02-04 20:04:33.077797,0.0,,
1,-0.005,0.0,2022-02-04 20:04:33.139438,0.0,,
1,-0.001,0.0,2022-02-04 20:04:33.183632,0.0,,
1,-6.218,0.0,2022-02-04 20:04:33.335693,0.0,,
1,-0.001,0.0,2022-02-04 20:04:33.389842,0.0,,
1,0.002,0.0,2022-02-04 20:04:33.441691,0.0,,
1,0.001,0.0,2022-02-04 20:04:33.504652,0.0,,
1,-0.002,0.0,2022-02-04 20:04:33.557327,0.0,,
1,0.002,0.0,2022-02-04 20:04:33.609743,0.0,,
1,0.001,0.0,2022-02-04 20:04:33.666848,0.0,,
1,0.0,0.0,2022-02-04 20:04:33.727013,0.0,,
1,0.002,0.0,2022-02-04 20:04:33.780904,0.0,,
1,0.0,0.0,2022-02-04 20:04:33.841289,0.0,,
1,0.001,0.0,2022-02-04 20:04:33.904210,0.0,,
1,0.002,0.0,2022-02-04 20:04:33.956889,0.0,,
1,0.001,0.0,2022-02-04 20:04:34.019753,0.0,,
1,0.003,0.0,2022-02-04 20:04:34.076311,0.0,,
1,0.004,0.0,2022-02-04 20:04:34.138145,0.0,,
1,0.001,0.0,2022-02-04 20:04:34.206777,0.0,,
1,0.002,0.0,2022-02-04 20:04:34.251267,0.0,,
1,0.003,0.0,2022-02-04 20:04:34.303832,0.0,,
1,0.001,0.0,2022-02-04 20:04:34.356240,0.0,,
1,-0.002,0.0,2022-02-04 20:04:34.409241,0.0,,
1,0.001,0.0,2022-02-04 20:04:34.489210,0.0,,
1,0.001,0.0,2022-02-04 20:04:34.526974,0.0,,
1,-0.001,0.0,2022-02-04 20:04:34.588249,0.0,,
1,-0.002,0.0,2022-02-04 20:04:34.643637,0.0,,
1,0.002,0.0,2022-02-04 20:04:34.712573,0.0,,
1,0.002,0.0,2022-02-04 20:04:34.762526,0.0,,
1,0.0,0.0,2022-02-04 20:04:34.823523,0.0,,
1,0.003,0.0,2022-02-04 20:04:34.875829,0.0,,
1,-0.003,0.0,2022-02-04 20:04:34.938637,0.0,,
1,-0.002,0.0,2022-02-04 20:04:35.001752,0.0,,
1,-0.004,0.0,2022-02-04 20:04:35.083845,0.0,,
1,0.0,0.0,2022-02-04 20:04:35.130360,0.0,,
1,-0.003,0.0,2022-02-04 20:04:35.191895,0.0,,
1,0.0,0.0,2022-02-04 20:04:35.254253,0.0,,
1,0.004,0.0,2022-02-04 20:04:35.306351,0.0,,
1,-0.001,0.0,2022-02-04 20:04:35.359770,0.0,,
1,0.0,0.0,2022-02-04 20:04:35.422728,0.0,,
1,-0.003,0.0,2022-02-04 20:04:35.485970,0.0,,
1,0.001,0.0,2022-02-04 20:04:35.543994,0.0,,
1,0.002,0.0,2022-02-04 20:04:35.594255,0.0,,
1,0.003,0.0,2022-02-04 20:04:35.672810,0.0,,
1,0.002,0.0,2022-02-04 20:04:35.729436,0.0,,
1,0.002,0.0,2022-02-04 20:04:35.781091,0.0,,
1,0.001,0.0,2022-02-04 20:04:35.843604,0.0,,
1,0.002,0.0,2022-02-04 20:04:35.896298,0.0,,
1,0.002,0.0,2022-02-04 20:04:35.959277,0.0,,
1,0.002,0.0,2022-02-04 20:04:36.015395,0.0,,
1,-0.001,0.0,2022-02-04 20:04:36.076790,0.0,,
1,-0.001,0.0,2022-02-04 20:04:36.131010,0.0,,
1,0.004,0.0,2022-02-04 20:04:36.190877,0.0,,
1,0.002,0.0,2022-02-04 20:04:36.253377,0.0,,
1,0.001,0.0,2022-02-04 20:04:36.306098,0.0,,
1,0.003,0.0,2022-02-04 20:04:36.369159,0.0,,
1,0.002,0.0,2022-02-04 20:04:36.424753,0.0,,
1,0.002,0.0,2022-02-04 20:04:36.485894,0.0,,
1,0.004,0.0,2022-02-04 20:04:36.539702,0.0,,
1,0.002,0.0,2022-02-04 20:04:36.582888,0.0,,
1,0.003,0.0,2022-02-04 20:04:36.655736,0.0,,
1,0.005,0.0,2022-02-04 20:04:36.700681,0.0,,
1,0.004,0.0,2022-02-04 20:04:36.762121,0.0,,
1,0.006,0.0,2022-02-04 20:04:36.814126,0.0,,
1,0.002,0.0,2022-02-04 20:04:36.876231,0.0,,
1,0.004,0.0,2022-02-04 20:04:36.938976,0.0,,
1,0.004,0.0,2022-02-04 20:04:36.991809,0.0,,
1,0.006,0.0,2022-02-04 20:04:37.064702,0.0,,
1,0.003,0.0,2022-02-04 20:04:37.117402,0.0,,
1,0.001,0.0,2022-02-04 20:04:37.183118,0.0,,
1,-0.002,0.0,2022-02-04 20:04:37.234127,0.0,,
